138,62,0
139,62,182
142,62,195
145,62,206
149,61,218
160,59,231
171,57,243
182,54,254
196,51,266
207,50,279
213,49,291
216,49,303
217,49,315
218,49,328
219,49,352
219,50,413
219,51,449
219,52,484
219,54,509
217,56,522
215,59,534
209,69,546
203,82,557
198,93,569
193,103,582
190,111,594
188,118,607
187,122,618
186,125,630
186,128,644
185,128,655
184,128,666
184,129,679
184,127,860
186,126,872
190,123,884
197,120,897
202,118,908
207,118,920
214,118,933
221,118,946
225,120,958
228,125,969
231,134,982
233,146,994
234,157,1006
234,170,1018
233,191,1030
231,206,1041
228,219,1053
223,231,1067
216,246,1079
209,260,1092
203,267,1103
199,272,1116
196,276,1128
193,277,1139
187,277,1151
176,275,1164
167,271,1177
161,262,1189
153,251,1200
145,242,1213
137,233,1225
131,227,1237
127,224,1251
125,222,1261
125,221,1298
