134,41,0
135,40,70
138,40,83
140,39,97
141,38,108
143,38,119
146,37,131
150,37,144
155,37,157
160,37,168
163,38,180
165,40,193
168,43,207
171,47,218
175,52,229
180,56,242
184,59,254
185,61,267
186,62,278
187,63,291
187,64,302
187,65,314
187,66,328
187,68,339
187,71,352
186,75,364
184,80,375
183,83,388
181,87,399
179,88,412
178,90,424
177,90,436
176,91,449
175,92,460
173,93,472
172,94,485
169,97,497
165,100,510
161,103,521
157,108,534
154,112,547
153,114,559
151,115,570
151,116,606
151,117,619
150,117,643
150,116,777
152,115,801
154,115,814
156,114,826
157,114,839
159,114,851
161,114,864
164,114,875
167,114,887
170,114,900
172,116,911
174,117,923
175,119,936
178,120,947
179,122,961
182,123,972
186,125,985
189,127,997
191,128,1008
192,130,1022
194,132,1033
194,134,1046
194,136,1057
195,141,1069
196,145,1083
196,148,1094
197,151,1106
197,153,1118
197,156,1131
197,159,1143
197,162,1154
197,166,1167
196,172,1178
194,178,1191
191,182,1203
185,188,1216
177,192,1228
171,196,1240
167,199,1253
162,202,1264
153,204,1277
148,205,1289
144,205,1301
142,205,1313
141,205,1349
141,204,1386
139,203,1399
135,201,1411
125,195,1422
116,186,1435
109,178,1446
107,175,1459
106,174,1471
105,173,1483
105,172,1496
105,173,1642
