230,55,0
230,54,400
229,52,413
228,50,425
225,48,422
222,47,449
212,43,462
204,41,472
192,41,486
178,43,498
168,47,511
155,53,522
144,58,534
135,65,547
130,73,558
125,83,570
121,94,584
118,104,595
117,115,607
117,131,619
119,145,632
120,155,643
122,162,657
123,165,668
123,167,680
125,168,692
127,168,705
131,168,717
139,168,729
147,166,740
155,163,752
168,159,766
180,158,777
190,158,789
199,158,801
212,160,814
221,164,824
230,167,837
240,173,849
250,179,862
258,187,874
261,193,885
263,196,898
263,199,910
263,201,922
261,203,935
256,207,947
250,211,959
244,216,972
239,221,984
233,228,996
224,236,1008
215,242,1019
209,246,1031
203,249,1043
198,251,1057
191,252,1068
181,252,1080
174,252,1093
168,247,1105
163,240,1116
159,233,1129
157,229,1140
155,225,1152
155,224,1165
155,223,1395
155,222,1408
156,217,1419
161,209,1433
170,198,1444
179,181,1457
192,147,1468
204,123,1480
213,102,1494
219,83,1505
220,72,1517
220,65,1528
220,63,1543
219,60,1553
217,60,1566
216,60,1602
216,61,1881
221,49,0
220,48,242
219,48,254
215,46,267
206,44,280
199,43,292
188,42,303
177,42,316
169,43,328
159,45,339
146,48,352
138,52,365
132,55,377
129,57,388
127,61,401
124,67,413
120,77,425
118,86,438
116,93,449
116,98,446
116,102,472
117,107,485
120,110,497
123,116,510
127,122,521
131,128,534
141,132,545
151,134,559
159,135,555
169,136,582
182,137,594
192,138,607
203,141,618
217,145,631
230,150,643
240,155,656
249,162,667
257,171,680
263,182,692
266,189,703
268,192,716
268,195,728
268,198,740
262,203,752
257,208,764
252,215,776
246,223,789
237,231,801
227,237,814
219,241,825
213,244,837
208,246,850
202,246,861
191,246,874
181,244,885
173,236,897
168,228,910
161,222,921
156,216,933
151,212,946
147,208,959
145,206,970
144,204,983
143,200,995
142,197,1006
142,192,1019
142,187,1031
142,184,1043
142,181,1056
142,178,1068
143,175,1081
145,171,1092
150,166,1104
154,161,1116
159,154,1128
162,147,1141
165,139,1153
169,135,1164
172,131,1178
179,127,1189
186,124,1201
191,120,1213
195,116,1225
199,110,1239
200,105,1251
204,99,1262
207,93,1275
210,89,1286
214,84,1299
218,82,1310
220,79,1322
222,77,1319
223,75,1347
224,73,1358
225,71,1371
225,69,1383
226,67,1395
226,63,1407
226,59,1420
226,56,1432
226,55,1429
226,54,1456
226,52,1468
226,51,1493
226,50,1528
