138,46,0
138,51,34
139,59,48
140,69,60
143,88,72
144,106,84
145,118,82
146,125,108
148,130,121
149,132,133
149,133,145
149,134,156
150,134,169
151,134,205
151,133,217
152,133,230
152,132,241
155,131,254
158,131,265
167,130,278
175,128,291
182,127,303
192,126,314
203,124,326
210,121,338
215,118,351
218,116,363
221,113,375
222,112,387
223,111,399
223,110,423
223,109,435
223,108,448
222,106,461
219,103,472
212,99,485
203,96,497
196,93,509
190,90,521
186,87,533
183,86,545
182,86,558
183,90,595
184,93,607
186,104,617
187,121,630
189,141,642
190,170,654
190,192,667
191,207,679
191,219,690
193,229,702
193,236,715
193,239,727
193,241,740
193,242,751
193,243,776
194,243,787
