116,41,0
117,43,49
119,49,61
121,60,73
123,72,85
126,85,98
127,106,110
128,121,121
129,131,134
129,138,145
129,143,158
130,148,170
130,150,183
130,151,194
131,150,327
132,150,340
134,148,352
140,148,364
146,147,376
153,146,389
164,146,400
174,144,413
179,144,425
184,144,436
189,144,449
194,144,461
197,144,473
200,144,483
201,144,493
202,144,503
203,144,571
203,143,656
203,142,680
203,141,704
202,138,716
196,130,728
190,121,742
184,112,752
180,106,765
177,98,777
174,94,789
173,92,801
173,93,851
173,94,862
173,96,874
172,97,898
172,98,923
172,99,935
172,100,932
172,101,959
172,104,971
172,111,982
172,121,995
172,135,1008
173,162,1018
173,184,1031
174,202,1044
175,214,1056
176,223,1067
176,227,1081
177,228,1092
