186,63,0
186,64,12
185,64,24
185,66,37
184,67,49
184,68,60
183,69,72
182,70,85
180,73,98
179,76,109
177,82,122
174,90,134
173,97,146
173,103,158
172,108,170
171,112,184
170,120,194
170,131,207
170,140,218
169,147,231
169,152,244
169,158,255
169,165,268
169,173,280
169,180,293
169,184,304
169,188,316
169,191,328
169,195,341
169,199,353
170,202,365
171,205,377
171,209,390
172,214,404
173,217,414
174,220,427
175,222,438
177,225,451
178,227,463
181,229,474
184,231,486
186,232,498
188,234,511
189,235,523
190,236,536
192,237,548
193,237,559
196,239,572
199,240,584
204,241,596
209,242,608
211,242,621
213,242,633
215,242,644
216,241,657
217,240,669
220,238,681
222,236,693
225,234,705
229,232,718
230,230,729
232,229,741
232,228,754
233,227,766
234,226,778
234,225,790
234,223,804
234,221,815
234,219,827
234,218,838
234,215,851
234,213,863
234,209,875
234,208,887
234,207,900
234,205,912
233,204,936
233,203,948
231,202,961
229,200,973
227,199,970
225,197,997
223,196,1011
222,194,1021
219,193,1034
217,192,1046
214,191,1057
211,191,1069
208,191,1082
205,191,1094
203,191,1107
201,191,1118
199,191,1131
197,192,1142
194,193,1155
191,195,1168
189,195,1179
188,196,1192
186,197,1204
185,197,1228
184,198,1241
184,199,1253
183,199,1266
182,200,1289
181,200,1301
181,201,1313
180,202,1338
179,203,1630
178,205,1680
177,206,1690
176,207,1703
176,209,1716
176,210,1727
175,210,1739
