271,58,0
269,58,49
267,58,61
265,58,72
262,58,85
253,58,98
244,58,108
234,58,121
220,58,133
209,61,145
201,63,157
191,66,169
181,69,182
174,72,193
170,74,205
168,75,218
167,76,230
165,76,241
164,76,257
163,77,302
162,78,315
162,79,326
161,81,339
160,82,351
160,84,363
159,88,375
159,93,388
159,103,401
160,110,397
161,115,425
163,119,436
163,121,448
164,123,461
165,124,472
166,127,485
166,129,498
168,132,510
169,134,506
171,138,533
175,139,545
179,141,557
183,141,571
186,141,581
190,141,594
195,138,606
202,133,617
209,130,630
216,130,643
221,132,654
228,138,666
237,144,678
245,151,691
250,157,702
253,163,715
256,172,727
258,187,738
259,198,750
259,208,763
259,217,774
259,224,786
259,232,799
256,242,812
253,249,823
249,254,835
243,258,848
235,261,860
228,262,871
215,263,884
200,263,897
188,262,909
175,259,920
161,251,933
150,243,945
145,237,943
143,235,969
142,232,980
141,231,992
141,230,1007
141,229,1020
141,228,1091
141,227,1102
