209,69,0
206,70,12
200,70,24
196,70,36
191,71,48
188,71,61
183,71,74
179,71,84
175,71,97
172,71,108
171,71,120
170,71,133
169,71,146
168,71,169
167,71,181
167,73,364
167,76,375
167,81,388
167,87,400
167,91,411
167,93,425
167,96,436
167,97,449
167,98,461
167,99,473
167,100,497
167,101,509
167,102,520
167,101,873
167,100,884
170,100,908
173,100,921
176,100,934
178,100,945
180,100,958
183,100,969
188,100,981
192,103,994
196,106,1006
198,108,1019
200,112,1030
202,115,1043
203,117,1054
203,120,1068
204,121,1078
205,122,1091
205,125,1104
205,126,1115
204,127,1128
203,130,1139
202,134,1152
199,139,1163
194,144,1176
185,148,1188
179,151,1201
174,151,1212
168,151,1224
161,148,1237
153,141,1248
148,136,1260
144,131,1273
142,128,1284
141,126,1296
140,124,1309
139,124,1321
139,123,1334
138,123,1394
