199,60,0
198,60,37
197,60,49
192,61,61
188,62,74
185,62,85
180,63,98
171,65,109
164,66,106
160,67,135
155,67,146
152,68,158
148,68,171
146,68,181
144,68,195
143,68,206
143,67,256
143,68,411
143,71,425
144,74,437
144,77,449
145,81,461
146,88,474
146,94,485
147,97,498
147,98,510
147,100,521
148,100,534
149,99,704
149,98,715
150,97,728
152,95,740
155,94,751
162,94,764
166,94,776
171,96,789
176,99,800
183,105,812
191,109,825
196,113,837
198,115,849
200,118,861
201,120,874
202,123,885
202,127,898
202,132,910
202,138,922
201,143,933
197,148,945
191,152,958
183,154,971
177,155,983
168,156,994
158,156,1007
148,156,1018
142,155,1030
139,154,1043
136,152,1054
135,151,1066
134,151,1080
134,150,1117
134,149,1152
134,148,1250
