222,69,0
220,69,97
216,69,108
211,69,120
204,69,133
193,69,147
183,71,158
175,72,169
167,73,182
160,74,194
156,74,206
153,75,219
152,76,230
151,76,242
151,77,254
150,77,304
150,78,425
150,83,436
151,88,449
152,94,462
153,100,472
154,104,485
156,110,497
156,114,509
156,117,522
157,118,545
157,119,570
157,118,643
157,117,654
157,116,667
158,114,680
161,113,691
166,112,702
175,112,714
185,112,727
193,114,739
208,123,754
221,134,765
230,144,775
236,153,788
240,162,800
243,173,812
246,185,824
246,195,836
246,203,848
245,208,860
243,212,872
241,215,885
235,217,896
223,217,909
210,216,920
190,210,932
170,203,945
152,188,958
137,174,970
125,165,982
120,160,994
117,157,1006
116,156,1019
116,155,1041
116,154,1067
