222,62,0
221,62,144
220,62,156
218,63,168
217,63,181
212,63,194
205,64,205
198,64,218
191,65,231
184,66,242
179,66,255
177,66,266
176,66,278
175,67,291
175,68,326
175,69,872
174,69,896
174,71,933
173,72,945
173,73,958
173,75,969
173,76,982
173,77,995
173,78,1005
173,80,1041
172,81,1078
172,82,1090
172,83,1104
172,84,1128
172,86,1150
172,87,1162
172,88,1175
172,90,1187
172,91,1199
172,92,1211
172,93,1223
172,94,1236
172,95,1247
173,96,1284
174,96,1296
175,97,1320
178,98,1333
179,98,1345
180,98,1356
182,99,1368
183,99,1366
184,100,1394
185,100,1405
186,101,1417
187,102,1429
188,102,1442
190,102,1454
193,103,1466
195,104,1479
196,105,1490
198,106,1502
198,107,1514
199,107,1527
200,107,1540
200,108,1551
201,109,1574
201,110,1600
201,111,1611
202,111,1624
203,113,1635
203,114,1659
203,115,1708
203,116,1720
204,117,1733
204,119,1745
204,121,1756
204,123,1768
204,124,1781
204,126,1793
204,128,1817
203,129,1841
203,130,1854
203,131,1865
202,132,1877
202,133,1890
202,134,1902
201,135,1914
200,137,1927
199,140,1938
198,143,1950
197,145,1961
195,147,1974
193,149,1987
191,150,1998
189,151,2011
186,153,2023
185,153,2035
184,153,2047
181,153,2060
179,153,2071
176,153,2084
172,153,2096
169,153,2107
167,153,2120
165,153,2132
163,151,2144
162,150,2157
161,149,2168
161,147,2180
160,147,2193
160,145,2205
160,144,2217
160,143,2228
160,140,2241
159,137,2253
159,136,2265
