195,64,0
194,64,219
193,61,232
191,60,244
189,58,255
186,58,267
183,57,280
180,57,291
177,57,304
174,57,304
170,57,329
164,58,340
159,63,353
155,70,365
151,76,377
147,82,389
145,87,402
143,89,413
142,93,426
141,95,437
140,98,449
139,103,461
139,109,459
139,115,486
140,121,498
142,126,511
144,129,522
147,132,535
150,135,547
159,138,558
168,141,574
176,142,584
181,142,595
185,142,608
192,140,620
199,137,631
202,135,643
205,131,655
206,128,670
209,121,679
210,111,676
211,103,704
212,96,716
212,91,729
213,87,741
213,84,752
213,82,765
213,79,777
213,75,788
213,72,785
213,67,813
213,64,826
212,62,837
211,60,851
210,59,862
209,59,887
208,59,922
207,59,935
206,59,946
204,59,959
203,59,984
202,59,1409
201,60,1445
200,60,1480
199,60,1566
199,61,1892
199,62,2220
199,63,2233
200,63,2249
200,64,2262
201,65,2269
201,66,2281
202,66,2294
202,67,2306
202,68,2319
202,69,2354
203,71,2438
204,71,2452
205,72,2463
206,72,2476
207,72,2488
208,72,2512
209,72,2525
197,47,0
197,46,283
197,45,294
196,45,306
196,44,319
196,43,330
194,43,343
192,42,355
189,40,367
184,38,379
179,37,393
175,36,404
169,35,416
162,35,429
157,35,440
152,36,452
149,37,465
147,38,476
145,39,488
143,40,501
141,41,513
140,42,524
138,45,537
138,48,550
136,53,561
136,57,573
135,60,586
135,61,598
135,62,610
135,63,634
135,64,647
135,65,671
136,66,683
137,67,708
138,67,720
139,67,791
139,68,803
140,68,816
141,69,829
142,69,852
142,70,877
143,70,888
144,70,901
146,70,913
148,71,926
150,71,937
152,71,949
153,71,961
154,71,974
155,71,998
156,71,1023
157,70,1034
158,69,1047
159,69,1070
160,68,1082
161,68,1107
162,68,1131
163,67,1144
164,67,1169
166,66,1205
166,65,1216
167,65,1240
167,64,1375
177,76,0
174,75,326
172,70,339
169,65,352
164,61,364
154,57,376
144,55,388
136,54,400
126,54,412
115,54,424
107,55,436
102,57,449
97,60,461
95,63,474
93,67,486
91,71,497
89,77,509
86,83,521
85,89,534
84,93,546
84,98,558
84,102,570
84,109,581
85,115,595
87,119,606
88,121,619
89,123,631
92,125,643
94,127,655
98,128,667
107,129,679
112,131,691
117,131,704
119,131,716
120,131,728
123,131,740
127,131,751
135,130,764
140,129,776
145,127,789
148,124,800
150,122,813
152,119,825
154,115,838
156,112,848
157,109,861
159,108,874
160,106,885
160,105,921
161,103,946
162,102,959
162,100,971
162,98,982
162,96,995
162,93,1007
162,90,1018
162,87,1030
162,85,1043
162,83,1056
162,81,1068
162,80,1092
162,79,1189
162,78,1201
162,77,1237
162,76,1262
161,75,1274
161,74,1286
161,71,1298
161,70,1310
161,68,1322
161,67,1335
160,67,1419
160,69,1868
161,73,1881
162,87,1893
165,112,1904
170,163,1917
176,211,1929
182,249,1942
183,280,1953
184,295,1965
184,303,1976
184,308,1990
185,309,2003
185,310,2014
215,36,0
213,35,255
211,35,267
208,35,280
205,35,290
202,35,303
194,35,315
187,38,328
183,39,339
178,42,351
172,45,364
166,49,377
161,53,389
157,61,399
154,67,412
152,73,424
151,78,437
150,84,449
149,89,460
149,94,474
149,101,485
149,105,498
149,108,510
149,110,521
150,111,533
151,113,546
153,113,542
156,115,571
160,115,582
165,116,594
168,116,607
171,116,618
176,116,631
184,116,643
192,113,656
196,111,668
200,109,679
201,107,692
203,105,703
204,103,715
207,101,728
208,99,740
210,98,752
213,95,764
215,94,776
216,92,790
216,91,800
218,90,813
219,88,825
219,87,836
219,86,849
219,85,872
219,84,887
219,83,897
219,82,910
219,81,922
219,79,935
219,76,946
219,74,959
219,72,971
219,71,983
219,69,994
219,68,1020
219,67,1032
219,66,1056
219,65,1092
219,64,1103
219,63,1117
219,62,1128
219,61,1152
219,60,1165
219,58,1177
219,56,1189
219,55,1200
219,54,1212
219,53,1225
219,52,1238
219,51,1274
219,50,1323
219,49,1358
219,48,1396
219,47,1541
218,47,1555
217,47,1674
217,46,1771
216,46,1795
216,45,1881
216,44,2802
216,43,2864
216,42,2899
216,41,2924
216,40,2961
216,39,2985
216,38,2997
216,37,3069
216,38,3252
216,39,3264
216,40,3288
216,41,3300
216,43,3313
216,51,3325
216,62,3336
216,71,3349
216,78,3361
216,84,3374
216,91,3385
216,99,3381
217,106,3410
217,111,3421
217,117,3433
218,124,3446
219,135,3457
219,146,3472
220,154,3482
220,160,3494
221,168,3506
222,180,3518
224,193,3531
225,203,3554
225,205,3567
225,206,3700
225,208,3710
225,211,3736
226,215,3748
227,219,3763
227,221,3773
227,223,3785
227,224,3871
