197,51,0
197,50,626
197,48,639
197,47,651
196,45,664
194,44,675
193,42,687
191,42,700
188,41,711
185,41,724
182,40,736
180,40,748
179,40,761
176,40,772
174,41,785
169,46,797
162,55,810
158,64,822
155,69,833
153,72,845
152,73,857
152,74,870
152,75,893
152,76,907
152,77,927
152,79,966
152,82,979
152,84,990
152,86,1003
152,88,1027
152,89,1052
152,90,1087
152,91,1100
153,91,1113
153,92,1124
155,92,1136
158,93,1149
162,94,1160
164,96,1174
166,96,1185
167,96,1198
169,97,1210
170,97,1233
171,97,1246
172,97,1257
174,97,1282
176,97,1294
178,97,1307
179,97,1318
180,97,1332
181,96,1343
182,95,1354
183,93,1366
184,92,1379
184,91,1392
185,88,1404
187,84,1415
188,81,1427
189,78,1441
190,77,1451
191,75,1464
192,74,1477
192,73,1487
192,72,1499
192,71,1514
193,69,1525
193,67,1536
194,63,1548
195,59,1561
195,57,1574
196,55,1585
196,54,1597
196,53,1609
196,52,1634
196,50,1731
196,49,1739
196,48,1779
195,48,1888
195,49,1901
195,50,1948
194,50,1973
194,51,2011
194,52,2019
194,53,2082
194,55,2095
194,56,2107
194,58,2119
194,60,2132
194,61,2143
194,62,2156
194,63,2179
194,64,2216
194,65,2240
194,66,2277
194,67,2285
194,68,2314
194,69,2326
194,72,2338
194,73,2350
194,74,2348
194,75,2374
194,76,2399
194,77,2410
194,79,2422
194,80,2434
194,81,2447
193,82,2458
193,83,2470
193,84,2483
193,87,2495
193,90,2507
193,94,2520
192,97,2532
192,101,2545
192,104,2555
192,110,2569
192,118,2580
192,128,2592
192,135,2605
192,140,2616
192,142,2629
192,144,2642
192,145,2654
192,147,2665
192,149,2678
192,151,2689
192,158,2701
192,165,2714
192,170,2726
192,176,2737
192,181,2749
192,187,2762
193,195,2774
194,201,2786
195,206,2798
195,208,2811
195,209,2822
196,210,2847
196,211,2908
196,212,3004
