0.6805556,3.1994224498096027,6.9934360206445385,-0.40471215632473784,12.5

0.4722222,0.9168537033277984,4.8498739966359965,-0.14874452166060836,45.0

0.51754385,1.6194132364941543,3.4237318231214635,-0.16823221243334607,25.5

0.6119403,2.969511669360212,7.249835596436708,-0.3090864602007977,14.5

0.6,4.190896218126991,5.781507390853186,-0.18908991399851832,9.5

0.66,4.400954441936431,6.3956244170889605,-0.2816829230416201,7.0

0.6363636,3.4897856988730367,5.708976984733776,-0.3062514462667839,9.5

0.66071427,3.253579269239416,9.279692098794802,-0.20335159500766165,11.0

0.6304348,5.893870771013428,4.986192725351278,-0.2132723877281039,4.5

0.68,4.087688833558641,6.050183778804686,-0.3418691450503454,8.0

